smiles,carcino,dili,genotox
CCC(=O)OCCCCCC(C)C,0.0,,
CC(=O)C=O,0.0,,
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,1.0,,
C=CN(C)N=O,1.0,,
Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,1.0,,
O=Nc1cc2c3ccccc3ccc2c2ccccc12,1.0,,
CNC(=O)N(C)N=O,1.0,,
O=C(CO)C(O)C(O)C(O)CO,0.0,,
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,1.0,,
O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,0.0,,
COC(=O)N=NC=C1C=[N+]([O-])c2ccccc2N1O,1.0,,
N#[N+]c1ccc(CO)cc1,1.0,,
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,1.0,,
OC1c2ccc3cc4ccc5ccccc5c4nc3c2C2OC2C1O,0.0,,
C1=Cc2cc3cccc4ccc5ccc1c2c5c43,1.0,,
O=C(O)C1(C(=O)O)CCC1,,1.0,
CCCCCCCCN(C)N=O,1.0,,
OC1c2cc3ccc4cccc5c6ccccc6c(c2C2OC2C1O)c3c45,1.0,,
Cc1cc(-c2ccccc2C)ccc1N=O,1.0,,
O=[N+]([O-])c1ccc2ccc3c4ccccc4cc4ccc1c2c43,0.0,,
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(=C(N)O)C(=O)C3(O)C(=O)C1=C2O,,1.0,
CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1,1.0,,
Cn1c(NO)nc2ncc(-c3ccccc3)cc21,0.0,,
CCNC(=O)N(CC)N=O,1.0,,
CN(C)N=Nc1c(Br)cc(Br)cc1Br,0.0,,
CC(C)(N)Cc1ccccc1,,0.0,
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,1.0,
Cc1c2ccccc2cc2c1ccc1ccccc12,1.0,,
CNc1ccc(N=Nc2ccccc2)cc1,1.0,,
CC1CC2(C)C(O)CCC2C2CCc3cc(O)ccc3C12,0.0,,
C=Cc1cccnc1,0.0,,
OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,1.0,,
O=C1OC2(c3ccccc31)c1ccc(O)c(I)c1Oc1c2ccc(O)c1I,0.0,,
NC(=O)N(CCc1ccccc1)N=O,1.0,,
OC1C=Cc2c(ccc3cc4ccccc4nc23)C1O,1.0,,
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],0.0,,
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,,1.0,
c1ccc2nc3ccccc3cc2c1,0.0,,
O=[N+]([O-])c1ccc2ccc3c4ccccc4ccc3c2c1,0.0,,
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,,1.0,
COC(=O)c1ccc(C)cc1C1=NC(C)(C(C)C)C(=O)N1,0.0,,
O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,1.0,,
CCN(CC(=O)O)N=O,0.0,,
CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,,,1.0
OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1.0,,
CCC(=O)CNCN=O,1.0,,
COc1cc(C(C)(C)C)c(O)cc1C(C)(C)C,0.0,,
CC(F)(Cl)Cl,,,1.0
O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,,0.0,
CCC(=O)N(O)c1ccc(C=Cc2ccccc2)cc1,1.0,,
O=[N+]([O-])c1ccc2ccc3c4ccccc4c([N+](=O)[O-])c4ccc1c2c43,1.0,,
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,0.0,
c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,1.0,,
O=[N+]([O-])c1c2ccccc2cc2c3ccccc3c3ccccc3c12,0.0,,
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,0.0,,
Clc1cccc(Cl)c1NC1=NCCN1,,1.0,
CC(O)CN(N=O)C(N)=O,1.0,,
Cc1cc2ccccc2c2ccc3ccccc3c12,1.0,,
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,1.0,,
O=[N+]([O-])c1cccc2c1ccc1c3ccccc3ccc21,0.0,,
c1ccc2c(c1)ccc1cc3ccc4c(c3nc12)C1OC1CC4,0.0,,
Cc1c(C)c2c3c(ccc2c2ccccc12)C(O)C(O)C1OC31,1.0,,
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,1.0,,
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,,1.0,
Nc1nc(=O)c2ncn(C3CC(CO)C3CO)c2[nH]1,1.0,,
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,0.0,,
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,,,1.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(NC=O)cccc2C(=O)N(C)C)n1,0.0,,
O=C1C=CC2COC1O2,0.0,,
CC12CCCC1C1CCc3cc(O)ccc3C1CC2,0.0,,
CN(CC(=O)O)N=O,1.0,,
CCN(CCO)N=O,1.0,,
O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,0.0,,
C=CC[N+]1(C2CC3C4CCC5CC(OC(C)=O)C(N6CCCCC6)CC5(C)C4CCC3(C)C2OC(=O)CC)CCCCC1,,,0.0
O=C1C=Cc2ccccc2C1=NNc1ccc(N=Nc2ccccc2)cc1,0.0,,
OCCN1CN(CCO)CN(CCO)C1,,,0.0
ClC1=CC(c2cc(Cl)ccc2Cl)=C(Cl)C2OC12,0.0,,
CCC(=O)N(O)c1ccc(-c2ccccc2)cc1,0.0,,
Nc1cccc2c(=O)[nH][nH]c(=O)c12,,,0.0
O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1,0.0,,
CN(CCC#N)N=O,1.0,,
O=[N+]([O-])c1ccc2ccc3cc4ccccc4c4ccc1c2c34,0.0,,
CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,,0.0,
CCCCCCN(C)N=O,1.0,,
CCNC(=O)N(C)N=O,1.0,,
CN(N=O)C(CCCO)c1cccnc1,0.0,,
CCN(CC)C(=O)N(C)N=O,1.0,,
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,0.0,,
CCCN(C)N=O,1.0,,
O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,0.0,,
O=C1C=Cc2ccccc2C1=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0,,
Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,1.0,,
C1=Cc2c3ccccc3cc3cccc1c23,1.0,,
c1ccc2nc3ccc4ccccc4c3cc2c1,0.0,,
ONc1ccc2ccccc2c1,1.0,,
OC1C=CC2OC2C1O,0.0,,
CCS(=O)(=O)N1CCC(C(=O)NC(C)c2ccccc2)CC1,0.0,,
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,1.0,,
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,1.0,,
CC(=O)CCNCN=O,1.0,,
CCCCCC(O)C=CC=O,0.0,,
O=C(O)Nc1ccc(-c2ccccc2)cc1,0.0,,
CCO[Si](CCCOCC1CO1)(OCC)OCC,0.0,,
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,,0.0,
C=CN(CC)N=O,1.0,,
C=Cc1ccncc1,0.0,,
c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43,1.0,,
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,1.0,,
Nc1cc2c3ccccc3ccc2c2ccccc12,0.0,,
CCCCCN(C)N=O,1.0,,
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,,,0.0
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,1.0,,
CN1C(=C(O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,,1.0,
C#N,,0.0,
CCC(O)OC,0.0,,
CC1=CC(C)(C)CC(=O)C1,,,0.0
O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1C1OC41,0.0,,
CC(C)NCC(O)c1cc(O)cc(O)c1,,0.0,
CC1OC1Cl,1.0,,
OC1C=Cc2c(ccc3ncccc23)C1O,0.0,,
OC1C=Cc2c(ccc3c2-c2cccc4cccc-3c24)C1O,1.0,,
O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,1.0,,
O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,0.0,,
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2,1.0,,
CCN(COC(C)=O)N=O,1.0,,
CCN(N=O)C(=O)NC,1.0,,
O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34,0.0,,
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,,1.0,
CN=NNc1c(Cl)cc(Cl)cc1Cl,0.0,,
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,0.0,,
OC1c2cccc3c4ccccc4c4c5ccccc5cc(c4c23)C1O,0.0,,
OCc1ccc2ccc3cccc4ccc1c2c34,0.0,,
CN(Cc1ccccc1)N=O,1.0,,
COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,0.0,,
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,0.0,
OC1c2cc3ccc4ccccc4c3nc2C2OC2C1O,0.0,,
O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43,0.0,,
Cc1cccc2c(C)c3c(ccc4ccccc43)c(C)c12,1.0,,
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0.0,,1.0
CN(N=O)C(CCC(=O)O)c1cccnc1,0.0,,
CCCCN(CCCC(=O)O)N=O,1.0,,
CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C,0.0,,
c1ccc2nc3c(ccc4ccccc43)cc2c1,1.0,,
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,1.0,,
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,,0.0,
C1CSCN1,0.0,,
CCC(C)OC(OC(C)CC)C(=O)c1ccccc1,0.0,,
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,0.0,
COC(Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,0.0,,
Cc1cc2ccccc2c2cc([N+](=O)[O-])c3ccccc3c12,1.0,,
COC(=O)COc1ccc(Cl)cc1,0.0,,
CC(=O)NC1C(O)OC(CO)C(O)C1O,0.0,,
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0,,
OC1c2ccccc2-c2nc3ccccc3cc2C1O,0.0,,
CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,,,0.0
CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,1.0,,
CCOC(OCC)C(=O)c1ccccc1,0.0,,
CCCCN(C)N=O,1.0,,
CCn1c2ccccc2c2ccccc21,0.0,,
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,,1.0,
CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,0.0,,
NC(=O)OC1CO1,1.0,,
C[N+](C)(C)NCCC(=O)[O-],0.0,,
CC(=O)CN(CC(C)O)N=O,1.0,,
Cc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.0,,
Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,,,1.0
C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,,,0.0
OCc1ccn2c1C(O)CC2,1.0,,
ClCCSCCCl,1.0,,
Nc1ccc(N=Nc2ccccc2)cc1,1.0,,
C=C(C#N)C(=O)OCC(C)C,1.0,,
CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,,0.0,
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0.0,,
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,,,0.0
c1ccc2c(c1)cnc1ccccc12,0.0,,
CCCCCCCN(C)N=O,1.0,,
CCCC(=O)CN(C)N=O,1.0,,
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1.0,,
CC12CCC3C4=C(CCC3C1CCC2=O)C(=O)C(=O)C=C4,0.0,,
Oc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,1.0,,
O=c1[nH]c(=O)c2c(ncn2O)[nH]1,1.0,,
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,,1.0,
ClCC1OC1Cl,1.0,,
O=C1C=CC(=O)C(c2ccccc2)=C1,0.0,,
CC(=O)N(O)c1ccc2ccc3cccc4ccc1c2c34,0.0,,
COC(=O)c1cc(-c2ccc(N)c(C(=O)OC)c2)ccc1N,,,1.0
C=CC=CC1C2C=CCC(=O)OC34CC(C)C5(O)C(C=C(CO)CC6(O)C(=O)C(C)=CC65)C3C4(C)COC(=O)C2C2C(C=CC=CC=CCCC)C12,0.0,,
CC(=O)N(O)c1ccc(C=Cc2ccccc2)cc1,1.0,,
O=C(CO)CO,0.0,,
c1ccc2c(c1)cc1ccc3c4ccccc4cc4ccc2c1c43,1.0,,
O=c1[nH]c2ccccc2c2ccccc12,0.0,,
Cn1c2ccccc2c2ccccc21,0.0,,
C=CCCCCCCCCCCCCCCCCCCCC,,,0.0
OC1COC(O)C(O)C1O,0.0,,
CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,0.0,,
CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,0.0,,
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,1.0,,
CCCN(CC(C)=O)N=O,1.0,,
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,1.0,,
OC1C=C2c3c(cccc3C1O)-c1ccc3ccccc3c12,1.0,,
Cc1cc2c(c3ccc4ccccc4c13)C=CC(O)C2O,1.0,,
c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,1.0,,
OC1C2COC(O2)C(O)C1O,0.0,,
O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,1.0,,
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,,0.0,
O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,1.0,,
OC1c2ccc3cc4ccccc4nc3c2C2OC2C1O,1.0,,
CCCN(COC(C)=O)N=O,1.0,,
OCC(O)C(O)CO,0.0,,
COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,,,1.0
Cc1cc(-c2ccccc2C)ccc1NO,1.0,,
c1ccc2c(c1)c1c(c3cccnc32)O1,0.0,,
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,,,0.0
CCC1c2ccc(O)cc2C(C)C1c1ccc(O)cc1,0.0,,
Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)O)cc1Cl,,,0.0
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,,,0.0
O=c1occo1,,,0.0
O=[N+]([O-])c1cc2c3c(cccc3c1)-c1ccccc1-2,0.0,,
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,0.0,,
OC1c2nc3c(ccc4ccccc43)cc2C2OC2C1O,0.0,,
CCCCN(N=O)C(CCC)OC(C)=O,1.0,,
Cn1c([N+](=O)[O-])cnc1-c1nnc(N)s1,,,1.0
Nc1ccc(C=Cc2ccccc2)cc1,1.0,,
O=C(O)CC1NC(=O)C(Cc2ccccc2)NC1=O,0.0,,
CC(=O)N(OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2c(c1)Cc1ccccc1-2,0.0,,
C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,0.0,,
CN(C)C(=O)NN=O,1.0,,
Cc1cc2c3c(cccc3c1)-c1ccccc1-2,1.0,,
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,,0.0,
O=C(O)C=CC(=O)O,,1.0,
O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13,1.0,,
CC(=O)OCN(C)N=O,1.0,,
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,1.0,,
C1=CC2OC2C=C1,0.0,,
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,0.0,
CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,,0.0,
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,,,1.0
O=C1C=Cc2ccccc2C1=NNc1ccc([N+](=O)[O-])cc1Cl,0.0,,
Cc1cccc2c1cc(C)c1c3c(ccc12)C(O)C(O)C1OC31,1.0,,
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,,0.0,
O=CC(Br)=Cc1ccccc1,0.0,,
O=CCC=O,0.0,,
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,,1.0,
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2,1.0,,
O=C(O)C1OC(Nc2ccc3c(c2)Cc2ccccc2-3)C(O)C(O)C1O,0.0,,
c1ccc2c(c1)ccc1cccnc12,0.0,,
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,,1.0,
OC1CCc2c(ccc3cc4ccc5ccccc5c4nc23)C1O,0.0,,
Oc1ccc(O)c(-c2ccccc2)c1,0.0,,
O=c1ccc2ccc3occc3c2o1,0.0,,
OC1c2cccc3c2C2(OC2C1O)c1ccccc1-3,1.0,,
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,0.0,,
Oc1ccc2ccc3c4ccc5ccccc5c4c4c(c3c2c1O)O4,1.0,,
CC1CN(N=O)CO1,1.0,,
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,,0.0,
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,,1.0,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,,,0.0
OC1C=Cc2c(ccc3cccnc23)C1O,0.0,,
OC1C=CC=CC1O,0.0,,
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,1.0,,
c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,1.0,,
C[N+](=O)[N-]COC1OC(CO)C(O)C(O)C1O,1.0,,
CCCCCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,0.0,,
CCCCN(COC(C)=O)N=O,1.0,,
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,,,1.0
CCC(C)NCCO,,,0.0
COc1ccc(C2OC2C)cc1,1.0,,
CCOC(=O)C=[N+]=[N-],1.0,,
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,0.0,,
C#CC(C)(O)CCC=C(C)C,,,0.0
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,0.0,,
Cc1cc(=O)oc2c1cc(C)c1occ(C)c12,0.0,,
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])c4ccccc4c4ccc1c2c34,0.0,,
C=CSCCC(N)C(=O)O,1.0,,
O=C1OC2(c3ccccc31)c1ccc(O)c(Br)c1Oc1c2ccc(O)c1Br,0.0,,
O=CC(=O)CC(O)C(O)CO,0.0,,
CCCCN(CC)N=O,1.0,,
CCN(N=O)C(N)=N[N+](=O)[O-],1.0,,
COc1cc(C=CC(=O)C=C(O)C=Cc2ccc(O)c(OC)c2)ccc1O,,,0.0
O=NN1CC=CCC1c1cccnc1,0.0,,
CCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,0.0,,
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,1.0,,
CCC=CCC,,,0.0
O=CN(O)c1ccc(C=Cc2ccccc2)cc1,1.0,,
Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,1.0,,
Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,1.0,,
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,,1.0
